transaction_id,amount,transaction_type,location,time_of_day,is_fraud
5662,106.54469510348177,in-person,UK,morning,0
5663,813.038120565221,online,UK,afternoon,0
5664,579.1777198836393,online,IN,evening,0
5665,618.6667359927061,in-person,IN,night,0
5666,781.6806266659545,online,US,night,0
5667,703.5739505047192,online,CA,morning,0
5668,834.6237946032405,in-person,CA,afternoon,0
5669,57.1576915544186,in-person,IN,afternoon,0
5670,747.7731161097583,in-person,UK,morning,0
5671,851.0019045647733,online,CA,morning,0
5672,286.84890741585605,in-person,IN,evening,0
5673,640.8068267192596,online,UK,evening,0
5674,314.8479017731351,in-person,US,morning,0
5675,958.0130954159715,in-person,CA,morning,0
5676,34.390148863068255,online,US,night,0
5677,580.213050989122,online,UK,afternoon,1
5678,167.33704350246558,online,IN,evening,0
5679,712.5079849719815,in-person,US,morning,0
5680,176.71439313524343,in-person,IN,morning,0
5681,236.1478786364592,in-person,CA,evening,0
5682,494.87644023471233,online,US,night,0
5683,914.9201150468812,online,CA,night,1
5684,212.50265777582288,online,CA,morning,0
5685,145.09578109698543,online,CA,afternoon,0
5686,759.2178550221766,in-person,CA,afternoon,1
5687,501.11891280159705,online,CA,morning,0
5688,911.8733272693896,online,UK,evening,0
5689,147.46794260268246,in-person,US,afternoon,0
5690,646.2819651300163,in-person,IN,evening,0
5691,233.64626700566322,online,IN,evening,0
5692,157.60366822298766,online,UK,evening,0
5693,683.7459857421132,online,IN,night,0
5694,594.0909352888245,online,IN,afternoon,0
5695,755.0726309039688,online,IN,night,0
5696,310.15311386973616,online,US,afternoon,0
5697,448.52368472580775,in-person,IN,morning,0
5698,406.06620465408804,in-person,US,evening,0
5699,984.1053745025476,in-person,IN,afternoon,0
5700,292.9567077826485,in-person,IN,afternoon,0
5701,295.52242110842013,online,US,morning,0
5702,355.19366061977877,online,UK,night,1
5703,565.0294872090312,online,IN,afternoon,0
5704,253.0704215194815,online,CA,afternoon,0
5705,915.3746504388946,in-person,CA,night,1
5706,266.4198793013972,online,UK,night,0
5707,895.9199158286344,online,CA,afternoon,0
5708,104.37158858293807,online,US,night,0
5709,656.9061396972527,online,IN,morning,0
5710,907.0785329198054,in-person,IN,morning,0
5711,169.5806889598313,online,IN,evening,1
5712,968.3586331391557,in-person,IN,afternoon,0
5713,453.43047705509616,online,CA,morning,0
5714,945.7693933325835,online,CA,morning,0
5715,677.143223586417,online,CA,morning,0
5716,302.285283003678,in-person,US,evening,0
5717,189.1142223921893,online,CA,night,0
5718,304.4313111788743,online,CA,evening,0
5719,93.92439185341232,online,IN,evening,1
5720,144.72409837698643,in-person,CA,evening,0
5721,105.55577990613466,in-person,UK,evening,0
5722,423.5206001978162,online,UK,afternoon,0
5723,795.7827978813289,in-person,IN,afternoon,0
5724,142.24217066212384,online,CA,morning,0
5725,131.19011273916354,online,UK,evening,0
5726,643.7855205678135,in-person,UK,evening,0
5727,197.98579898609822,online,US,morning,0
5728,98.5124280708826,online,IN,night,0
5729,167.68172962737205,in-person,UK,afternoon,0
5730,923.8076644808993,in-person,UK,evening,0
5731,821.6497815234146,in-person,IN,night,0
5732,354.710497792739,in-person,CA,night,0
5733,656.1649465600655,online,IN,evening,0
5734,537.7383979943701,online,US,evening,0
5735,677.4471392190814,online,US,night,0
5736,682.9884813102966,online,US,afternoon,0
5737,629.1052810449329,online,UK,afternoon,0
5738,266.8352671687713,online,CA,evening,0
5739,39.96741434205531,online,US,evening,0
5740,456.1112152081187,online,IN,morning,0
5741,891.0829108060132,in-person,US,morning,0
5742,569.9277612600573,online,UK,afternoon,0
5743,832.558650660206,online,US,morning,0
5744,991.632718618267,online,CA,night,0
5745,164.452587934138,online,US,night,0
5746,692.0858615028403,online,CA,night,0
5747,674.6192801263246,in-person,CA,night,0
5748,979.9754919109201,in-person,IN,evening,0
5749,985.6151332188475,in-person,CA,night,0
5750,686.9919331124054,online,UK,afternoon,0
5751,244.37117719021208,online,UK,morning,0
5752,798.7572822924684,online,CA,afternoon,0
5753,107.92210507682707,online,CA,evening,0
5754,780.918604867457,in-person,US,morning,0
5755,910.2859280205518,in-person,US,morning,0
5756,383.4505613736668,online,IN,morning,0
5757,631.0046596880974,online,US,night,0
5758,430.71258936472947,in-person,UK,evening,1
5759,438.3272899331403,in-person,US,afternoon,0
5760,311.06051821901195,in-person,IN,night,0
5761,762.3674908298743,in-person,IN,morning,1
5762,936.2403876023387,in-person,CA,afternoon,0
5763,940.8101083752266,in-person,IN,afternoon,0
5764,175.6065035900589,in-person,CA,afternoon,0
5765,874.8689060069095,online,UK,evening,0
5766,737.6940099856951,online,UK,night,0
5767,253.58456328959898,in-person,US,evening,0
5768,68.21732830859304,online,IN,morning,0
5769,268.72926961749357,in-person,UK,morning,0
5770,912.2960285447441,online,CA,afternoon,0
5771,633.5454962208765,in-person,IN,afternoon,0
5772,721.333606236974,online,IN,afternoon,0
5773,257.89519875798675,in-person,CA,evening,0
5774,719.6687674192455,online,IN,night,0
5775,29.093384771645834,online,IN,evening,0
5776,375.9460244272408,in-person,UK,morning,0
5777,627.126595193789,in-person,CA,afternoon,0
5778,146.9504689757789,in-person,UK,afternoon,0
5779,823.1805708724878,online,CA,evening,0
5780,235.79626751310673,online,US,morning,0
5781,652.6288317056278,online,IN,night,0
5782,405.79194543275435,online,IN,afternoon,0
5783,596.4475518821695,in-person,UK,afternoon,0
5784,108.34310207627922,in-person,IN,morning,0
5785,17.895887121685718,online,IN,afternoon,0
5786,909.6548629529209,in-person,UK,night,0
5787,270.3603787584156,in-person,UK,evening,0
5788,819.8573257776786,in-person,CA,morning,1
5789,999.350950171728,in-person,US,afternoon,0
5790,212.21982674091225,online,UK,afternoon,0
5791,265.90557044217223,in-person,CA,night,0
5792,663.196927847031,in-person,UK,evening,0
5793,965.4831859660206,in-person,CA,night,0
5794,915.8985338425532,online,US,evening,0
5795,503.3726445455193,in-person,CA,night,0
5796,795.3151722441979,online,CA,evening,0
5797,136.61010724680116,online,IN,afternoon,0
5798,977.4607460198083,in-person,UK,afternoon,0
5799,964.3888808019506,in-person,CA,afternoon,0
5800,164.5652289212918,online,UK,morning,0
5801,300.1237016783035,online,CA,evening,0
5802,101.05484250926017,online,IN,morning,0
5803,272.4458812992815,online,IN,evening,0
5804,816.1398336257914,in-person,US,afternoon,0
5805,378.9372915580942,online,CA,morning,0
5806,89.30857017961162,in-person,IN,morning,0
5807,342.88329925412563,in-person,UK,night,0
5808,981.4019509070388,online,CA,evening,0
5809,630.0539116639437,in-person,CA,night,0
5810,416.7447854597516,online,US,morning,0
5811,167.37197498377273,online,UK,morning,0
5812,986.190620486411,online,US,afternoon,0
5813,821.0281602538656,in-person,CA,night,0
5814,282.1958251484685,in-person,US,night,0
5815,70.99862702546827,online,CA,night,1
5816,57.568931820180474,in-person,CA,evening,0
5817,121.25777135602829,in-person,US,morning,0
5818,581.1878150308072,in-person,US,night,0
5819,928.8346577842868,in-person,CA,afternoon,0
5820,497.2466845779785,in-person,US,morning,0
5821,843.1025369737409,online,US,afternoon,0
5822,446.44073323994803,in-person,CA,morning,0
5823,708.8749622220574,in-person,UK,afternoon,0
5824,732.1408645492144,online,US,night,0
5825,174.78974219743532,in-person,US,night,0
5826,361.85484291683593,in-person,IN,afternoon,0
5827,637.6648543814858,in-person,UK,evening,0
5828,71.62591157618182,online,US,afternoon,0
5829,362.1786475751936,in-person,CA,morning,0
5830,535.2646668149113,in-person,IN,afternoon,0
5831,996.228268551594,online,IN,afternoon,0
5832,475.0590290598183,online,IN,morning,0
5833,816.2407003572092,in-person,US,night,1
5834,432.6352177815511,online,CA,morning,0
5835,796.5943318970892,online,IN,afternoon,0
5836,595.8193868184883,online,UK,morning,0
5837,886.7088460608959,in-person,IN,afternoon,0
5838,411.5316097977598,in-person,IN,night,0
5839,604.7001154016574,online,UK,afternoon,0
5840,630.3886619382085,online,IN,afternoon,0
5841,417.9655588586728,online,IN,night,0
5842,145.16773164379404,online,UK,morning,0
5843,94.46584750542321,in-person,US,evening,0
5844,17.654879049033468,online,UK,evening,0
5845,873.6607299809694,in-person,US,afternoon,0
5846,237.23843732645585,online,US,afternoon,0
5847,212.29524253248627,in-person,US,night,0
5848,736.2993650256394,in-person,UK,morning,0
5849,320.69609697430434,online,UK,evening,0
5850,506.5386477194248,in-person,US,evening,0
5851,163.34855423215885,in-person,UK,night,0
5852,959.7859757405073,in-person,US,night,0
5853,851.7298186172201,online,UK,evening,0
5854,863.9258333420382,in-person,CA,morning,0
5855,407.3669748234332,in-person,UK,morning,0
5856,762.5988524934656,online,UK,morning,0
5857,144.73227923439038,online,UK,afternoon,0
5858,9.610383589188498,in-person,US,morning,0
5859,20.952959645450097,in-person,US,afternoon,0
5860,587.0151356671558,online,CA,afternoon,0
5861,455.93951034269287,online,CA,night,0
5862,518.4973335596112,in-person,IN,afternoon,0
5863,8.455677276802186,in-person,CA,afternoon,0
5864,423.2639330377683,online,US,night,0
5865,718.3500930396599,online,CA,morning,0
5866,443.2510082654684,in-person,CA,morning,0
5867,732.4869871059101,in-person,UK,evening,0
5868,233.78594543243796,online,CA,evening,0
5869,813.3288624772438,in-person,IN,afternoon,0
5870,588.8428092129989,in-person,UK,evening,0
5871,211.55233633047632,in-person,US,night,0
5872,237.4837553779791,in-person,IN,evening,0
5873,628.4024341049675,online,US,evening,0
5874,830.1096536192309,online,IN,afternoon,0
5875,416.212154247126,in-person,UK,night,0
5876,259.04212869846464,in-person,IN,evening,0
5877,867.1445953036898,in-person,IN,morning,0
5878,669.599023459084,in-person,CA,night,0
5879,448.63740179579344,online,US,night,0
5880,488.41229508402256,in-person,UK,afternoon,0
5881,205.05221146846,in-person,IN,night,0
5882,627.1758274347791,online,US,night,1
5883,359.38376803234576,online,US,night,0
5884,995.649531497675,in-person,CA,night,0
5885,480.70333174662596,online,US,night,0
5886,486.3997205834236,online,UK,night,0
5887,566.2859356232613,in-person,CA,night,0
5888,916.8392471156279,in-person,IN,morning,0
5889,801.0172817598906,online,UK,night,0
5890,451.6789397280436,in-person,UK,afternoon,0
5891,718.9805667068232,online,UK,morning,0
5892,586.6492632819809,online,CA,night,0
5893,492.8746816525477,online,US,evening,0
5894,193.1234570115662,in-person,UK,afternoon,0
5895,464.472327191436,in-person,US,morning,0
5896,246.57276843555206,online,US,afternoon,0
5897,914.927307701803,online,UK,morning,0
5898,336.0714066828506,in-person,US,evening,0
5899,952.311750518839,online,CA,afternoon,0
5900,533.5222348046165,online,CA,afternoon,0
5901,631.9128342974841,in-person,IN,morning,0
5902,543.3975040448385,in-person,US,morning,0
5903,130.2512363497342,in-person,US,evening,0
5904,376.445397788933,in-person,IN,night,0
5905,100.0469661653463,online,CA,morning,0
5906,623.3310901391984,in-person,IN,morning,0
5907,447.42732100523847,in-person,IN,morning,0
5908,778.2069865993659,online,IN,evening,0
5909,221.25001051837046,online,US,night,0
5910,165.40149237090557,online,US,night,0
5911,406.92589873280406,in-person,US,evening,0
5912,926.6587978351628,online,US,night,0
5913,710.7113931973994,in-person,UK,afternoon,0
5914,419.50470116812573,online,IN,evening,0
5915,517.7548975845563,in-person,IN,morning,0
5916,85.12879816592124,online,US,night,0
5917,984.591320479737,in-person,CA,afternoon,0
5918,666.7408973902241,in-person,UK,evening,0
5919,286.11866439495907,online,UK,evening,0
5920,586.222585821029,online,CA,morning,1
5921,110.37288370292498,in-person,US,morning,0
5922,965.870832138776,online,UK,evening,0
5923,175.6102028954826,in-person,UK,afternoon,0
5924,648.3822877371589,in-person,IN,morning,0
5925,246.2090080763915,in-person,IN,evening,0
5926,717.8438212658872,online,US,evening,0
5927,777.0445458730408,in-person,US,morning,1
5928,673.7463091825213,in-person,IN,night,0
5929,614.8849607949373,in-person,IN,afternoon,0
5930,892.5766248580596,in-person,IN,night,0
5931,79.54808427876829,online,CA,night,0
5932,331.583851014415,online,UK,afternoon,0
5933,249.0391921512151,in-person,US,afternoon,1
5934,988.0259481033562,online,US,morning,0
5935,390.0003898872066,online,CA,morning,0
5936,732.8800865411583,in-person,IN,morning,0
5937,685.0404387171236,online,UK,afternoon,0
5938,212.86915623990035,online,IN,night,0
5939,239.75868253133976,online,US,afternoon,0
5940,282.0032789894811,online,CA,morning,0
5941,411.7161509811198,online,UK,night,0
5942,235.09074058487627,online,UK,morning,0
5943,20.631831264100956,in-person,UK,night,0
5944,879.5136637503883,online,UK,morning,0
5945,965.6442215495032,in-person,CA,afternoon,0
5946,342.2288166445364,in-person,US,evening,0
5947,339.1683725460474,in-person,UK,evening,0
5948,8.084720961596616,online,UK,night,0
5949,680.5704376420437,online,US,afternoon,0
5950,825.6144558528802,in-person,IN,morning,0
5951,147.46169205964316,in-person,UK,night,0
5952,160.5066830177836,in-person,UK,night,0
5953,790.2931667214663,online,IN,morning,0
5954,616.6744576057905,online,US,morning,0
5955,45.81569707008929,online,US,morning,0
5956,622.9244434718194,in-person,UK,afternoon,0
5957,309.6088051209223,online,US,evening,0
5958,369.3564303153751,online,IN,night,0
5959,769.9616868785834,in-person,CA,night,0
5960,811.124257479938,online,IN,evening,0
5961,400.95627021299083,in-person,IN,night,0
5962,947.2057830703484,online,CA,afternoon,0
5963,407.05625523412016,in-person,IN,morning,0
5964,772.0641991948798,online,UK,evening,0
5965,484.3933872996948,in-person,UK,afternoon,0
5966,897.634794195562,online,US,morning,0
5967,907.8534824065284,in-person,US,evening,0
5968,88.32939106321277,in-person,IN,afternoon,0
5969,936.5568379789155,online,UK,evening,0
5970,825.7093066788952,online,UK,evening,0
5971,791.5194035983542,in-person,CA,afternoon,0
5972,201.7104283458369,online,US,night,0
5973,805.3140895459103,in-person,UK,afternoon,0
5974,850.2826019503518,in-person,IN,evening,0
5975,289.8611841196968,online,UK,evening,0
5976,952.3078182839614,online,US,afternoon,0
5977,50.81028625276509,online,IN,morning,0
5978,150.75934399389251,in-person,US,morning,0
5979,538.0435569134628,in-person,UK,morning,0
5980,576.2166786511874,online,UK,morning,0
5981,645.5049332176025,in-person,UK,afternoon,0
5982,17.95216018615099,in-person,US,night,1
5983,960.4064078475081,online,IN,morning,0
5984,45.54350464140985,in-person,UK,evening,0
5985,143.91889077067898,in-person,UK,morning,0
5986,15.000503008530924,in-person,UK,night,0
5987,567.2915748608006,online,CA,afternoon,0
5988,932.3346170370513,online,CA,night,0
5989,666.2812189143838,in-person,IN,night,0
5990,822.8348110119468,online,US,night,0
5991,14.267922255121501,in-person,UK,morning,0
5992,542.4732831812463,online,UK,morning,1
5993,460.10341452801634,in-person,US,night,0
5994,499.4689762765723,in-person,US,afternoon,0
5995,73.14097214985276,in-person,IN,morning,0
5996,684.7509257082381,in-person,US,afternoon,0
5997,503.71719444377584,online,UK,morning,0
5998,765.3837010114026,in-person,IN,afternoon,0
5999,485.8053434276536,in-person,CA,morning,0
6000,150.23225459020566,online,IN,night,0
6001,648.6086971237442,online,IN,evening,0
6002,173.21397574306107,in-person,IN,evening,0
6003,872.5221687914601,in-person,US,afternoon,0
6004,613.5031228301723,online,UK,afternoon,0
6005,158.0466796733973,in-person,US,night,0
6006,962.3757194237256,in-person,UK,night,0
6007,518.8470978719853,in-person,US,afternoon,0
6008,73.82555341978335,in-person,IN,evening,0
6009,627.2060715106521,in-person,UK,night,0
6010,253.94570810579742,in-person,US,afternoon,0
6011,803.8897584254252,in-person,IN,night,0
6012,818.0042514926245,in-person,CA,night,0
6013,978.9684084988072,in-person,US,morning,0
6014,502.3676614934792,online,US,night,0
6015,455.5019228480094,online,CA,afternoon,0
6016,753.7221298410342,online,US,night,0
6017,133.33818568558465,in-person,CA,afternoon,0
6018,547.3685982793311,in-person,UK,morning,0
6019,546.7013525307201,in-person,CA,morning,0
6020,90.38364968757683,online,IN,evening,0
6021,418.56610142140664,online,CA,morning,0
6022,853.4315137686348,in-person,UK,morning,0
6023,856.2974683726657,online,CA,afternoon,0
6024,100.13842725476133,online,CA,evening,0
6025,91.63016186508302,in-person,UK,morning,0
6026,263.4327815249334,in-person,US,night,0
6027,874.8912964914394,online,US,evening,0
6028,129.77368248842544,in-person,IN,morning,0
6029,720.2768058248188,online,IN,evening,0
6030,102.06445399349012,online,CA,morning,0
6031,623.5147158940775,online,US,afternoon,0
6032,356.71123182002566,in-person,US,evening,0
6033,789.1250490029012,online,CA,evening,0
6034,234.45675837653823,online,UK,morning,0
6035,639.5626275605699,in-person,US,evening,0
6036,236.44685204130906,in-person,IN,morning,0
6037,713.9466228290416,online,CA,night,0
6038,873.804356526188,in-person,UK,evening,0
6039,127.67499732763328,in-person,IN,evening,0
6040,866.729092906908,online,US,afternoon,0
6041,593.9816791598836,in-person,UK,afternoon,0
6042,127.98338037615694,online,IN,evening,0
6043,428.1143135043523,in-person,CA,afternoon,1
6044,161.6994331916128,in-person,UK,evening,0
6045,700.647540977703,online,UK,morning,0
6046,759.1092662835317,online,CA,evening,0
6047,106.69072375252615,in-person,US,evening,0
6048,506.6337128419497,in-person,US,night,0
6049,814.8104309698913,in-person,UK,afternoon,0
6050,936.2268785094456,online,UK,afternoon,0
6051,514.0043488750282,in-person,UK,night,0
6052,950.3289443877957,online,IN,morning,0
6053,536.1532814855738,in-person,UK,morning,0
6054,394.796304105308,in-person,US,morning,0
6055,848.3549254243426,in-person,CA,night,0
6056,493.489727747631,in-person,CA,evening,1
6057,472.4306080539585,in-person,CA,morning,0
6058,490.8221769204185,online,UK,morning,0
6059,846.9382168678757,online,UK,night,0
6060,832.1096001463641,online,CA,afternoon,0
6061,404.116472447771,in-person,IN,night,0
6062,333.9665600106545,online,IN,afternoon,1
6063,492.43609601509013,online,IN,morning,0
6064,573.1997372273719,in-person,IN,morning,0
6065,239.09887341736896,in-person,US,evening,0
6066,794.161129630875,online,CA,evening,1
6067,486.99628296669044,online,US,afternoon,0
6068,334.7115028715396,online,UK,morning,0
6069,107.71417197102662,online,IN,morning,0
6070,239.6063152432033,online,IN,night,0
6071,949.3318905842277,online,CA,morning,0
6072,305.7945871327071,online,IN,morning,0
6073,169.69043007766828,in-person,CA,night,0
6074,461.2121188633382,online,UK,night,0
6075,307.78065561688845,in-person,IN,morning,0
6076,36.12409102092296,in-person,IN,evening,0
6077,323.8220720621378,in-person,US,evening,0
6078,544.5645153155291,online,CA,morning,1
6079,552.160659647947,online,CA,evening,0
6080,357.2023622557118,in-person,IN,night,0
6081,447.85545349634805,online,US,evening,0
6082,965.5524003165316,online,IN,morning,0
6083,377.9711287530813,in-person,CA,evening,0
6084,258.968586446723,online,CA,morning,0
6085,244.22357702269335,in-person,IN,evening,0
6086,458.30684809143,in-person,UK,morning,0
6087,759.7606285682272,in-person,IN,morning,1
6088,206.7821960042847,in-person,US,evening,0
6089,709.5868310136273,online,CA,evening,0
6090,22.12867352606687,in-person,CA,night,0
6091,419.5140450059621,online,IN,afternoon,0
6092,776.089200137584,online,UK,morning,0
6093,339.394222818657,online,CA,morning,0
6094,564.1733643439541,online,IN,morning,0
6095,205.7742535930849,in-person,UK,morning,0
6096,742.2533957350462,in-person,IN,evening,0
6097,53.22682416549086,in-person,IN,evening,1
6098,852.6901022306248,in-person,IN,afternoon,0
6099,198.99819003524647,in-person,CA,morning,0
6100,874.5236336766225,online,UK,afternoon,0
6101,353.1767120592168,in-person,US,night,0
6102,722.9608909000121,online,US,afternoon,0
6103,319.9060724884023,online,CA,afternoon,0
6104,906.0057595634129,in-person,CA,night,0
6105,127.51048839285599,online,IN,night,0
6106,179.3412694833261,online,IN,afternoon,0
6107,493.5370950336435,in-person,UK,night,1
6108,82.85650059910797,in-person,IN,afternoon,0
6109,196.78420451706018,in-person,UK,evening,0
6110,943.8226158298023,online,IN,evening,0
6111,976.5131714867392,in-person,IN,afternoon,0
6112,376.88307000109154,in-person,US,night,0
6113,923.3627349929217,online,CA,night,0
6114,545.2798509977583,in-person,UK,evening,0
6115,270.4727234078933,online,US,evening,0
6116,702.696322359518,online,IN,night,0
6117,659.2429047682823,in-person,US,night,0
6118,989.1361937896246,online,UK,night,0
6119,265.782240121874,online,CA,night,0
6120,672.3874431590737,in-person,US,afternoon,0
6121,52.97173127441745,in-person,UK,night,1
6122,114.53239265802269,in-person,IN,evening,0
6123,4.914456576142169,online,US,evening,1
6124,999.4612203786135,online,CA,morning,0
6125,802.4714234503302,in-person,UK,night,0
6126,786.9362917188073,in-person,CA,afternoon,0
6127,510.21634921289154,in-person,IN,morning,0
6128,300.7670158225345,online,CA,morning,0
6129,152.11302017821325,in-person,IN,afternoon,0
6130,285.3900641076172,online,IN,morning,0
6131,376.59525070720997,in-person,US,morning,0
6132,756.5537868833137,online,IN,evening,1
6133,540.1221271142492,online,CA,morning,0
6134,78.40614292892721,in-person,US,afternoon,1
6135,19.010979949953327,online,IN,night,0
6136,103.22984735452908,online,UK,night,0
6137,411.08821498368195,in-person,UK,night,0
6138,933.2597241319693,in-person,IN,evening,0
6139,637.7650787280124,online,US,evening,0
6140,802.0240739756396,online,US,evening,0
6141,466.908219910044,online,US,afternoon,0
6142,362.3044171118477,in-person,CA,night,0
6143,109.29197234390611,online,UK,afternoon,0
6144,876.0570891640187,online,IN,afternoon,0
6145,783.3768689988749,in-person,IN,morning,0
6146,168.9499795001274,in-person,UK,night,0
6147,512.7483033123842,in-person,CA,morning,0
6148,487.88743311332365,in-person,US,evening,1
6149,625.4664611338421,in-person,UK,evening,0
6150,946.2407070972699,online,IN,afternoon,0
6151,580.1916703207172,online,CA,afternoon,0
6152,540.67704951184,online,IN,morning,0
6153,51.272610001729284,in-person,US,morning,0
6154,63.84456854200591,in-person,UK,afternoon,0
6155,188.1594445354621,in-person,US,night,0
6156,33.438300920056534,online,CA,afternoon,0
6157,743.6095426744424,in-person,UK,night,0
6158,723.6069736899692,in-person,US,morning,0
6159,136.9201781972113,in-person,US,evening,0
6160,836.2428218944856,online,US,evening,0
6161,155.63124881126586,in-person,CA,morning,0
6162,301.87441141036146,in-person,US,morning,0
6163,249.72792226220363,online,IN,evening,0
6164,372.9347914744747,in-person,UK,night,0
6165,255.4091021240719,in-person,UK,morning,0
6166,489.4619755120136,in-person,US,night,0
6167,408.0004734733307,online,CA,night,0
6168,986.5829212885473,in-person,IN,evening,0
6169,56.87042377809744,in-person,IN,night,0
6170,143.03919501096428,online,UK,evening,0
6171,53.773068014693884,online,UK,morning,0
6172,626.2153537873934,in-person,IN,afternoon,1
6173,55.45476813630586,online,UK,afternoon,0
6174,836.6032976387472,in-person,US,afternoon,0
6175,512.4266920512458,online,IN,afternoon,0
6176,527.4806169569522,in-person,UK,afternoon,0
6177,562.032913204482,in-person,US,afternoon,0
6178,171.6428925999045,in-person,US,night,0
6179,198.49261281137305,online,IN,night,0
6180,319.49850555013165,online,US,afternoon,0
6181,593.9029194060296,in-person,IN,morning,0
6182,210.90765816427432,in-person,US,morning,0
6183,117.21539540612797,in-person,IN,night,0
6184,970.1467695320138,in-person,IN,night,0
6185,22.95983299481329,online,IN,afternoon,0
6186,802.8947079306856,online,IN,morning,0
6187,788.2471144254471,in-person,US,evening,0
6188,297.9168997312509,online,IN,afternoon,1
6189,136.4909893913061,online,UK,night,0
6190,146.483018058718,online,US,night,0
6191,697.7341856199553,in-person,IN,night,0
6192,643.1637844950875,in-person,US,evening,0
6193,782.9629285771354,online,US,morning,0
6194,937.5436912267056,online,US,night,0
6195,692.2354359033254,in-person,US,afternoon,0
6196,156.695685014892,in-person,IN,evening,0
6197,244.19917414864526,in-person,US,morning,0
6198,842.3515371422415,online,UK,afternoon,0
6199,210.09676975837436,online,US,afternoon,0
6200,73.44979463752694,online,US,evening,0
6201,703.5767739882082,in-person,UK,evening,0
6202,403.1238291346519,in-person,IN,evening,0
6203,920.1200124933576,in-person,UK,night,1
6204,650.6048160225679,in-person,CA,morning,1
6205,91.3285588138691,in-person,UK,night,0
6206,947.9087106864071,online,IN,evening,0
6207,259.29870637660565,online,UK,evening,0
6208,337.87527791587945,online,US,evening,0
6209,402.8581532698585,in-person,IN,night,0
6210,52.173072107908936,online,CA,afternoon,0
6211,497.01890680837425,in-person,IN,evening,0
6212,124.19517258421695,online,US,night,0
6213,401.5693563616634,online,CA,evening,0
6214,351.3590782040922,in-person,IN,night,0
6215,773.0672433430768,online,IN,morning,0
6216,803.3673411210984,online,US,morning,0
6217,154.25946950669893,online,UK,night,0
6218,367.184636191847,online,UK,evening,0
6219,373.97980787079985,online,CA,night,0
6220,152.25903349214897,online,US,morning,0
6221,798.6550515461394,online,US,night,0
6222,707.5211000070879,in-person,UK,morning,0
6223,191.1914045107377,online,UK,morning,0
6224,367.35518668520524,in-person,CA,afternoon,0
6225,106.6992198316577,online,UK,evening,0
6226,628.5783904959509,in-person,CA,night,0
6227,122.25055262407105,in-person,IN,evening,0
6228,985.9482344562929,online,CA,evening,0
6229,780.9013926131745,in-person,CA,morning,0
6230,390.8483110344111,in-person,CA,morning,0
6231,578.9853683470751,online,IN,night,0
6232,911.4304744001923,in-person,UK,night,0
6233,554.5451811154303,online,CA,night,0
6234,175.32398791155723,in-person,UK,morning,0
6235,379.3246522255781,in-person,CA,afternoon,0
6236,843.3017201647157,in-person,UK,night,0
6237,644.5688029736283,in-person,CA,morning,0
6238,651.0736599494666,online,UK,afternoon,0
6239,866.9546642028007,online,US,evening,0
6240,894.0790844050422,online,IN,morning,0
6241,919.8727792076569,online,CA,night,0
6242,95.75434405990295,online,IN,night,0
6243,544.5818759611378,in-person,CA,afternoon,0
6244,740.7690116971003,online,US,afternoon,1
6245,757.1699182818868,in-person,US,morning,0
6246,607.1094857680339,online,IN,afternoon,0
6247,167.6205478484905,online,CA,morning,0
6248,797.6231333877226,online,UK,afternoon,0
6249,720.3912221814307,online,CA,evening,0
6250,87.04963577748725,in-person,UK,night,0
6251,464.3460148497019,online,IN,night,0
6252,174.80342212228177,in-person,IN,evening,0
6253,338.1395686672589,in-person,US,night,0
6254,19.06301111347975,online,UK,night,0
6255,400.9295385423475,in-person,CA,night,0
6256,550.3270442350542,in-person,US,night,0
6257,619.9630102342597,online,IN,evening,0
6258,663.8268547835813,in-person,US,morning,0
6259,836.4550217893575,online,CA,night,0
6260,216.2474443684543,online,CA,evening,0
6261,121.36134061602948,in-person,IN,night,0
6262,851.6856347260277,in-person,US,evening,0
6263,157.45620207775724,in-person,UK,evening,0
6264,974.7853212548591,in-person,UK,morning,0
6265,842.6956911692383,in-person,UK,afternoon,0
6266,501.3757292837096,in-person,CA,morning,1
6267,981.4400034971032,in-person,US,morning,0
6268,98.2793523788962,online,UK,night,0
6269,303.76269541392656,online,US,evening,0
6270,638.5861906255708,online,IN,afternoon,0
6271,350.65686160470557,in-person,UK,evening,0
6272,928.444179428811,in-person,US,night,0
6273,66.56046208963974,in-person,CA,evening,0
6274,549.8624202289036,online,IN,night,0
6275,591.2754011277194,online,IN,morning,0
6276,653.0753956534469,online,IN,morning,1
6277,256.41055710848264,in-person,IN,night,0
6278,365.2018610923446,online,CA,morning,0
6279,843.8368491353127,online,CA,evening,0
6280,195.74782620118967,in-person,UK,afternoon,1
6281,827.0409793261887,online,CA,afternoon,0
6282,563.0927674798396,online,CA,evening,0
6283,762.425323682888,online,IN,afternoon,0
6284,713.893758897208,in-person,CA,evening,0
6285,208.30398388949413,online,IN,night,0
6286,569.243923697439,in-person,US,afternoon,0
6287,867.8554296522873,in-person,US,night,0
6288,432.6841205651274,online,US,night,0
6289,966.6241794530935,online,US,evening,0
6290,452.7628850016163,in-person,US,afternoon,0
6291,143.6428510312168,in-person,US,morning,0
6292,390.0452453975956,in-person,US,morning,0
6293,951.7507039841466,in-person,IN,morning,1
6294,320.4011284905144,in-person,IN,morning,0
6295,868.2300617071958,online,IN,evening,0
6296,881.3694310002079,in-person,IN,night,0
6297,350.8363378076291,online,CA,afternoon,0
6298,84.17440039258149,in-person,CA,evening,0
